string_protein_id	preferred_name	protein_size	annotation
6183.Smp_162300.1	Smp_162300	922	Matrix metallopeptidase-9 (M10 family) 
6183.Smp_162310.1	Smp_162310.1	1003	Putative arsenite-resistance protein 2 
6183.Smp_162320.1	Smp_162320	132	Uncharacterized protein
6183.Smp_162330.1	Smp_162330	211	Uncharacterized protein
6183.Smp_162340.1	Smp_162340	2788	Belongs to the PI3/PI4-kinase family. 
6183.Smp_162350.1	Smp_162350	173	Uncharacterized protein
6183.Smp_162360.1	Smp_162360	149	Myoglobin 1, putative ; Belongs to the globin family
6183.Smp_162370.1	Smp_162370	169	Linker histone H1 
6183.Smp_162380.1	Smp_162380	236	Isoamyl acetate-hydrolyzing esterase 1 
6183.Smp_162390.1	Smp_162390	307	Uncharacterized protein
6183.Smp_162400.1	Smp_162400	91	Uncharacterized protein
6183.Smp_162410.1	Smp_162410	405	Dishevelled, putative 
6183.Smp_162420.1	Smp_162420	55	Uncharacterized protein
6183.Smp_162430.1	Smp_162430	687	mRNA-export factor tap/nxf-related 
6183.Smp_162440.1	Smp_162440	543	SPFH domain / Band 7 family protein,putative 
6183.Smp_162450.1	Smp_162450	723	Cation efflux family protein 
6183.Smp_162480.1	Smp_162480	645	Putative asparagine-rich protein 
6183.Smp_162490.1	Smp_162490	270	Uncharacterized protein
6183.Smp_162500.1	Smp_162500	353	Drug efflux protein-related 
6183.Smp_162510.1	Smp_162510	499	Uncharacterized protein
6183.Smp_162520.1	Smp_162520	1227	Cadherin-related 
6183.Smp_162530.1	Smp_162530	92	Uncharacterized protein
6183.Smp_162540.1	Smp_162540	510	Putative tektin 
6183.Smp_162550.1	Smp_162550	1383	Putative cadherin 
6183.Smp_162560.1	Smp_162560	72	Uncharacterized protein
6183.Smp_162570.1	Smp_162570	61	Uncharacterized protein
6183.Smp_162580.1	Smp_162580	21	Uncharacterized protein
6183.Smp_162600.1	Smp_162590	2100	Uncharacterized protein
6183.Smp_162610.1	Smp_162610	1045	Putative cadherin 
6183.Smp_162620.1	Smp_162620	295	rRNA adenine N(6)-methyltransferase; Putative dimethyladenosine transferase ; Belongs to the class I-like SAM-binding methyltransferase superfamily. rRNA adenine N(6)-methyltransferase family
6183.Smp_162630.1	Smp_162630.1	920	Putative ubiquitin-activating enzyme e1 
6183.Smp_162640.1	Smp_162640	69	Uncharacterized protein
6183.Smp_162650.1	Smp_162650	635	Anoctamin 
6183.Smp_162660.1	Smp_162660	559	In the C-terminal section; belongs to the NAD synthetase family
6183.Smp_162670.1	Smp_162670	2267	Uncharacterized protein
6183.Smp_162680.1	Smp_162680	630	Putative amiloride-sensitive sodium channel ; Belongs to the amiloride-sensitive sodium channel (TC 1.A.6) family
6183.Smp_162690.1	Smp_162690	70	Uncharacterized protein
6183.Smp_162700.1	Smp_162700	89	Uncharacterized protein
6183.Smp_162710.1	Smp_162710	376	Protein kinase ; Belongs to the protein kinase superfamily
6183.Smp_162720.1	Smp_162720	134	Uncharacterized protein
6183.Smp_162740.1	Smp_162740	185	Uncharacterized protein
6183.Smp_162760.1	Smp_162760	1219	Prospero-like protein 
6183.Smp_162770.1	Smp_162770	348	Uncharacterized protein
6183.Smp_162780.1	Smp_162780	534	Uncharacterized protein
6183.Smp_162790.1	Smp_162790	852	Belongs to the MAGUK family. 
6183.Smp_162800.2	Smp_162800.2	572	Protein kinase 
6183.Smp_162810.1	Smp_162810	852	Dentin phosphoryn, putative 
6183.Smp_162830.1	Smp_162830	285	Uncharacterized protein
6183.Smp_162840.1	Smp_162840	284	Uncharacterized protein
6183.Smp_162850.1	Smp_162850	136	Uncharacterized protein
6183.Smp_162860.1	Smp_162860	742	Uncharacterized protein
6183.Smp_162880.1	Smp_162880	431	Putative neutral sphingomyelinase 
6183.Smp_162890.1	Smp_162890	134	Peptidyl-prolyl cis-trans isomerase; Putative rotamase 
6183.Smp_162900.1	Smp_162900	1521	Tyrosine kinase ; Belongs to the protein kinase superfamily. Tyr protein kinase family
6183.Smp_162910.1	Smp_162910	715	Related to multifunctional cyclin-dependent kinase-related 
6183.Smp_162920.1	Smp_162920.1	477	Putative zinc transporter ZIP domain-containing protein 
6183.Smp_162930.1	Smp_162930	2841	Beige/beach protein-related 
6183.Smp_162940.1	Smp_162940	1073	Putative amine oxidase 
6183.Smp_162950.1	Smp_162950	260	Uncharacterized protein
6183.Smp_162960.1	Smp_162960.1	617	Uncharacterized protein
6183.Smp_162970.1	Smp_162970	2365	Putative kalirin 
6183.Smp_162980.1	Smp_162980	649	Putative rhodopsin-like orphan GPCR 
6183.Smp_162990.1	Smp_162990	367	Uncharacterized protein
6183.Smp_163000.1	Smp_163000	525	Uncharacterized protein
6183.Smp_163010.1	Smp_163010	2512	Uncharacterized protein
6183.Smp_163020.1	Smp_163020	158	RU2S , putative 
6183.Smp_163030.1	Smp_163030	528	Uncharacterized protein
6183.Smp_163040.1	Smp_163040	2487	Uncharacterized protein
6183.Smp_163050.1	Smp_163050	446	Isocitrate dehydrogenase [NADP] ; Belongs to the isocitrate and isopropylmalate dehydrogenases family
6183.Smp_163060.1	Smp_163060	261	Uncharacterized protein
6183.Smp_163070.1	Smp_163070	1506	Uncharacterized protein
6183.Smp_163080.1	Smp_163080	1286	Diacylglycerol kinase, theta, putative 
6183.Smp_163090.1	Smp_163090.1	779	Voltage-gated potassium channel, putative ; Belongs to the potassium channel family
6183.Smp_163100.1	Smp_191560	651	Putative high-affinity cgmp-specific 3,5-cyclic phosphodiesterase 
6183.Smp_163110.1	Smp_163110	742	Putative dead box ATP-dependent RNA helicase 
6183.Smp_163130.1	Smp_163130	1138	Putative transmembrane 9 superfamily protein member 
6183.Smp_163140.1	Smp_163140	818	Pituitary homeobox protein-related 
6183.Smp_163150.1	Smp_163150.1	31	Uncharacterized protein
6183.Smp_163160.1	Smp_163160	1098	Putative transient receptor potential channel ; Belongs to the transient receptor (TC 1.A.4) family
6183.Smp_163170.1	Smp_163170	293	Putative sodium/potassium-dependent atpase beta subunit 
6183.Smp_163180.1	Smp_163180	827	Uncharacterized protein
6183.Smp_163190.1	Smp_163190	437	Cell cycle checkpoint protein rad17, putative 
6183.Smp_163200.1	Smp_163200	119	Uncharacterized protein
6183.Smp_163210.1	Smp_163210	808	Putative WD-repeat protein 
6183.Smp_163220.1	Smp_163220	277	Uncharacterized protein
6183.Smp_163230.1	Smp_163230	544	Putative propionyl-CoA carboxylase beta chain,mitochondrial 
6183.Smp_163240.1	Smp_163240	1092	Putative T-box transcription factor tbx2 
6183.Smp_163250.1	Smp_163250	1539	Uncharacterized protein
6183.Smp_163260.1	Smp_163260	381	Uncharacterized protein
6183.Smp_163270.1	Smp_163270	481	Uncharacterized protein
6183.Smp_163280.1	Smp_163280	271	Uncharacterized protein
6183.Smp_163290.1	Smp_163290	2007	Nuclear receptor co-repressor related (Ncor) 
6183.Smp_163300.1	Smp_163300	354	Histidine triad (Hit) protein member, putative 
6183.Smp_163310.1	Smp_163310	468	Two-pore calcium channel, putative 
6183.Smp_163320.1	Smp_163320.1	415	Ank repeat-containing, putative 
6183.Smp_163330.1	Smp_163330	260	Uncharacterized protein
6183.Smp_163340.1	Smp_163340	1253	Timeless, putative 
6183.Smp_163350.1	Smp_163350	63	Uncharacterized protein
6183.Smp_163360.1	Smp_163360	2737	Dystrophin, putative 
6183.Smp_163370.1	Smp_163370.1	478	Uncharacterized protein
6183.Smp_163380.1	Smp_163380	891	Serine/threonine kinase 
6183.Smp_163390.1	Smp_163390.1	187	Uncharacterized protein
6183.Smp_163400.1	Smp_163400	90	Venom allergen-like (VAL) 17 protein 
6183.Smp_163420.1	Smp_058200	1981	Protein kinase 
6183.Smp_163430.1	Smp_163430	438	Uncharacterized protein
6183.Smp_163440.1	Smp_163440	225	Uncharacterized protein
6183.Smp_163450.1	Smp_163450	1516	Tubulin tyrosine ligase-related 
6183.Smp_163460.1	Smp_185990	315	Uncharacterized protein
6183.Smp_163470.1	Smp_163470	729	Putative phd finger protein 
6183.Smp_163480.1	Smp_163480	58	Uncharacterized protein
6183.Smp_163490.1	Smp_163490	580	Uncharacterized protein
6183.Smp_163500.1	Smp_163500	622	Uncharacterized protein
6183.Smp_163510.1	Smp_115970	268	Uncharacterized protein
6183.Smp_163520.1	Smp_163520	268	Uncharacterized protein
6183.Smp_163530.1	Smp_163530	1436	Uncharacterized protein
6183.Smp_163540.1	Smp_163540	534	Uncharacterized protein
6183.Smp_163550.1	Smp_163550	499	Uncharacterized protein
6183.Smp_163560.1	Smp_163560	1988	Symplekin, putative 
6183.Smp_163570.1	Smp_163570	4998	Ryanodine receptor related 
6183.Smp_163580.1	Smp_163580	203	Rab6, putative 
6183.Smp_163590.1	Smp_163590	443	Ubiquitin-protein ligase BRE1, putative 
6183.Smp_163600.1	Smp_163600	493	Lim homeobox protein, putative 
6183.Smp_163610.1	Smp_163610	218	Glutathione S-transferase class-mu 26 kDa isozyme; Conjugation of reduced glutathione to a wide number of exogenous and endogenous hydrophobic electrophiles; Belongs to the GST superfamily. Mu family
6183.Smp_163620.1	Smp_163620	1272	Helicase swr1, putative 
6183.Smp_163630.1	Smp_163630.1	126	Antigen 10-3; MEG-4 (10.3) family 
6183.Smp_163640.1	Smp_163640	149	Putative phosphatidylinositol N-acetylglucosaminyltransferase subunit P 
6183.Smp_163650.1	Smp_163650	915	C-terminal pdz ligand of neuronal nitric oxide synthase protein, putative 
6183.Smp_163660.1	Smp_163660	688	Uncharacterized protein
6183.Smp_163670.1	Smp_163670	348	Uncharacterized protein
6183.Smp_163680.1	Smp_163680	820	Rna-binding protein related 
6183.Smp_163690.1	Smp_163690	92	Putative rna-binding protein Nova-2 [AA 29-492] 
6183.Smp_163700.1	Smp_163700	88	Uncharacterized protein
6183.Smp_163710.1	Smp_163710	65	MEG-6 
6183.Smp_163720.1	Smp_163720	235	Putative endophilin B1 
6183.Smp_163730.1	Smp_163730	1924	Putative rhoptry protein 
6183.Smp_163740.1	Smp_163740	1725	Spectrin-like nuclear envelope protein 
6183.Smp_163750.1	Smp_181880	1773	Putative otoferlin 
6183.Smp_163760.1	Smp_163760	1329	Uncharacterized protein
6183.Smp_163780.1	Smp_163780	519	Putative wd-repeat protein 
6183.Smp_163790.1	Smp_163790	845	Putative nuclear hormone receptor 
6183.Smp_163800.1	Smp_163800	173	Uncharacterized protein
6183.Smp_163810.1	Smp_163810	1259	Putative laminin gamma-1 chain 
6183.Smp_163820.1	Smp_163820	1311	Phospholipid-transporting atpase ; Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family. Type IV subfamily
6183.Smp_163830.1	Smp_163830	315	Putative mitochondrial 39S ribosomal protein L39 
6183.Smp_163840.1	Smp_163840	255	Uncharacterized protein
6183.Smp_163850.1	Smp_163850	259	Uncharacterized protein
6183.Smp_163860.1	Smp_163860	189	Uncharacterized protein
6183.Smp_163870.1	Smp_163870	82	Doublesex and mab-3 related transcription factor 
6183.Smp_163880.1	Smp_181800	532	Putative btb and poz domain-containing protein 
6183.Smp_163890.1	Smp_163890	97	Uncharacterized protein
6183.Smp_163900.1	Smp_163900	508	Dopamine-beta-monooxygenase 
6183.Smp_163920.1	Smp_163920	3543	Putative titin 
6183.Smp_163930.1	Smp_163930	438	Uncharacterized protein
6183.Smp_163940.1	Smp_163940	134	Uncharacterized protein
6183.Smp_163950.1	Smp_163950	996	Uncharacterized protein
6183.Smp_163960.1	Smp_163960	581	Putative limd1 
6183.Smp_163970.1	Smp_163970	773	Carboxypeptidase; Family S10 non-peptidase homologue (S10 family) ; Belongs to the peptidase S10 family
6183.Smp_163980.1	Smp_163980	855	Putative zinc finger protein 
6183.Smp_164000.1	Smp_128830	232	Putative tpa_exp: ORF3 
6183.Smp_164010.1	Smp_164010	431	Uncharacterized protein
6183.Smp_164020.1	Smp_164020	309	Uncharacterized protein
6183.Smp_164030.1	Smp_164030	617	Putative golgi associated, gamma adaptin ear containing,arf binding protein 1 (Gga1) 
6183.Smp_164040.1	Smp_164040	229	Uncharacterized protein
6183.Smp_164050.1	Smp_164050	559	O-phosphoseryl-tRNA(Sec) selenium transferase; Converts O-phosphoseryl-tRNA(Sec) to selenocysteinyl- tRNA(Sec) required for selenoprotein biosynthesis
6183.Smp_164060.1	Smp_164060	152	Uncharacterized protein
6183.Smp_164070.1	Smp_164070	83	Uncharacterized protein
6183.Smp_164080.1	Smp_164080	114	Uncharacterized protein
6183.Smp_164090.1	Smp_164090	780	Uncharacterized protein
6183.Smp_164100.1	Smp_164100	352	Annexin 
6183.Smp_164120.1	Smp_164120	755	Dopey-related 
6183.Smp_164130.1	Smp_164130	2292	Dopey-related 
6183.Smp_164140.1	Smp_164140	70	Putative opsin-like receptor 
6183.Smp_164150.1	Smp_164150	1303	Protein kinase 
6183.Smp_164160.1	Smp_187720	680	Putative tumor differentially expressed protein 
6183.Smp_164170.1	Smp_164170	347	Uncharacterized protein; Belongs to the glycosyl hydrolase 5 (cellulase A) family
6183.Smp_164180.1	Smp_164180	392	Putative par domain protein
6183.Smp_164190.1	Smp_164190	995	Putative transcriptional repressor protein yy (Yin and yang) (Delta transcription factor) 
6183.Smp_164200.1	Smp_164200	460	Putative ptx1 protein 
6183.Smp_164210.1	Smp_164210	198	Putative synaptosomal associated protein ; Belongs to the SNAP-25 family
6183.Smp_164220.1	Smp_164220	423	GTP-binding protein era, putative 
6183.Smp_164230.1	Smp_164230	139	Uncharacterized protein
6183.Smp_164240.1	Smp_164240	446	Uncharacterized protein
6183.Smp_164250.1	Smp_164250.1	340	Pyridoxine kinase 
6183.Smp_164260.1	Smp_164260	494	Uncharacterized protein
6183.Smp_164270.1	Smp_164270	1643	Putative cell adhesion molecule 
6183.Smp_164290.2	Smp_164290.2	339	Uncharacterized protein
6183.Smp_164300.1	Smp_164300	1229	Uncharacterized protein
6183.Smp_164310.1	Smp_164310	82	Uncharacterized protein
6183.Smp_164320.1	Smp_164320	201	Uncharacterized protein
6183.Smp_164330.1	Smp_164330	316	Uncharacterized protein
6183.Smp_164340.1	Smp_164340	2076	Afadin (Af-6 protein), putative 
6183.Smp_164350.1	Smp_164350	93	Uncharacterized protein
6183.Smp_164360.1	Smp_164360	222	Uncharacterized protein
6183.Smp_164380.1	Smp_080770	405	Belongs to the protein kinase superfamily. 
6183.Smp_164400.1	Smp_164400	135	Uncharacterized protein
6183.Smp_164410.1	Smp_164410	1131	Putative transportin 
6183.Smp_164430.1	Smp_164430	299	Proteasome-associated protein ecm29-related 
6183.Smp_164440.1	Smp_164440	236	Uncharacterized protein
6183.Smp_164450.1	Smp_164450.1	726	Uncharacterized protein
6183.Smp_164470.1	Smp_164470	387	Putative pre-mRNA splicing factor 
6183.Smp_164480.1	Smp_164480	205	Tubulin beta chain, putative ; Belongs to the tubulin family
6183.Smp_164490.1	Smp_164490.1	44	4.1 G protein, putative 
6183.Smp_164500.1	Smp_164500	495	Uncharacterized protein
6183.Smp_164530.1	Smp_164530	31	Uncharacterized protein
6183.Smp_164540.1	Smp_164540	947	Putative cation-transporting atpase 13a1 (G-box binding protein) 
6183.Smp_164550.1	Smp_164550	72	Uncharacterized protein
6183.Smp_164560.1	Smp_164560	551	Uncharacterized protein
6183.Smp_164580.1	Smp_164580	1895	Uncharacterized protein
6183.Smp_164590.1	Smp_164590	1524	Putative collagen alpha-1(V) chain 
6183.Smp_164610.1	Smp_178680	509	Putative homeobox protein ; Belongs to the tRNA nucleotidyltransferase/poly(A) polymerase family
6183.Smp_164630.1	Smp_164630	1588	Uncharacterized protein
6183.Smp_164640.1	Smp_164640	378	Uncharacterized protein
6183.Smp_164650.1	Smp_164650	372	Lupus la ribonucleoprotein, putative 
6183.Smp_164660.1	Smp_164660	162	ADP-ribosylation factor-like 2, arl2 ; Belongs to the small GTPase superfamily. Arf family
6183.Smp_164670.1	Smp_164670	273	Uncharacterized protein
6183.Smp_164680.1	Smp_164680	1855	Synaptic ras gtpase activating protein, syngap,putative 
6183.Smp_164690.1	Smp_164690	423	Uncharacterized protein
6183.Smp_164700.1	Smp_164700	95	Uncharacterized protein
6183.Smp_164710.1	Smp_164710	89	Uncharacterized protein
6183.Smp_164720.1	Smp_164720	1474	Zinc finger protein, putative 
6183.Smp_164730.1	Smp_164730	542	Growth hormone secretagogue receptor,putative ; Belongs to the G-protein coupled receptor 1 family
6183.Smp_164740.1	Smp_164740	595	Zinc finger protein, putative 
6183.Smp_164750.1	Smp_164750	55	Uncharacterized protein
6183.Smp_164760.1	Smp_164760	1200	Uncharacterized protein
6183.Smp_164770.1	Smp_164770	524	Autophagy protein 5; Involved in autophagic vesicle formation
6183.Smp_164780.1	Smp_164780	279	Uncharacterized protein
6183.Smp_164790.1	Smp_164790	117	Mitochondrial ribosomal protein S9, putative 
6183.Smp_164800.1	Smp_164800	267	26S proteasome regulatory subunit S3, putative 
6183.Smp_164810.1	Smp_184680	1110	Non-specific protein-tyrosine kinase; Tyrosine kinase 
6183.Smp_164820.1	Smp_164820	327	Uncharacterized protein
6183.Smp_164830.1	Smp_164830	390	Putative ssm4 protein 
6183.Smp_164840.1	Smp_164840	518	Proteasome catalytic subunit 3 (T01 family) 
6183.Smp_164850.1	Smp_164850	97	Uncharacterized protein
6183.Smp_164860.1	Smp_164860	123	Uncharacterized protein
6183.Smp_164870.1	Smp_164870	233	Uncharacterized protein
6183.Smp_164880.1	Smp_107370	1003	Putative 4.1 G protein 
6183.Smp_164890.1	Smp_164890	655	Uncharacterized protein
6183.Smp_164900.1	Smp_164900	189	Uncharacterized protein
6183.Smp_164910.1	Smp_164910	53	Uncharacterized protein
6183.Smp_164920.1	Smp_164920	101	Uncharacterized protein
6183.Smp_164930.1	Smp_164930	1194	Tyrosine kinase ; Belongs to the protein kinase superfamily. Tyr protein kinase family
6183.Smp_164940.1	Smp_164940.1	775	Rna-binding protein related 
6183.Smp_164950.1	Smp_164950	208	Uncharacterized protein
6183.Smp_164960.1	Smp_164960	1340	Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha PI3K ; Belongs to the PI3/PI4-kinase family
6183.Smp_164970.1	Smp_164970	138	Uncharacterized protein
6183.Smp_164990.1	Smp_164990	450	Uncharacterized protein
6183.Smp_165000.1	Smp_165000	989	Histone-lysine N-methyltransferase, H3 lysine-79 specific; Putative histone h3 methyltransferase 
6183.Smp_165010.1	Smp_165010	90	Uncharacterized protein
6183.Smp_165020.1	Smp_165020	884	Putative transmembrane 9 superfamily protein member ; Belongs to the nonaspanin (TM9SF) (TC 9.A.2) family
6183.Smp_165030.1	Smp_165030	646	Uncharacterized protein
6183.Smp_165040.1	Smp_165040	325	Putative tbc1 domain family member 
6183.Smp_165050.1	Smp_165050	116	MEG-7 
6183.Smp_165060.1	Smp_165060	1359	Uncharacterized protein
6183.Smp_165070.1	Smp_165070	156	Putative pinch 
6183.Smp_165080.1	Smp_165080	489	Uncharacterized protein
6183.Smp_165090.1	Smp_165090	771	Serine/threonine protein phosphatase 2A regulatory subunit; Belongs to the phosphatase 2A regulatory subunit
6183.Smp_165100.1	Smp_113400	369	Uncharacterized protein
6183.Smp_165110.1	Smp_165110	85	Uncharacterized protein
6183.Smp_165150.1	Smp_165150	478	Uncharacterized protein
6183.Smp_165170.1	Smp_165170	1173	Putative transient receptor potential cation channel,subfamily m, member 
6183.Smp_165180.1	Smp_165180.1	121	Uncharacterized protein
6183.Smp_165190.1	Smp_165190	375	Uncharacterized protein
6183.Smp_165200.1	Smp_165200	909	Uncharacterized protein
6183.Smp_165210.1	Smp_165210	680	Serine/threonine kinase 
6183.Smp_165220.1	Smp_165220	507	Putative embryonic ectoderm development protein 
6183.Smp_165230.1	Smp_165230	3361	Polycystin 1-related 
6183.Smp_165240.1	Smp_165240	543	Putative rac guanyl-nucleotide exchange factor 
6183.Smp_165250.1	Smp_165250	122	Uncharacterized protein
